date,itub3.sa,wege3.sa,bbdc3.sa,abev3.sa,egie3.sa,b3sa3.sa,hglg11.sa,sdil11.sa,visc11.sa,vilg11.sa,pssa3.sa,odpv3.sa,flry3.sa,itsa3.sa,rent3.sa,radl3.sa,vivt3.sa,vrta11.sa,mxrf11.sa,fiib11.sa,ggrc11.sa,also3.sa,arzz3.sa,cpfe3.sa,enbr3.sa,mdia3.sa,leve3.sa,dxco3.sa,eqtl3.sa,eztc3.sa,grnd3.sa,soma3.sa,slce3.sa,tots3.sa
2000-01-03,1.3271979093551636,0.1261652559041977,1.3645830154418945,,,,,,,,,,,0.629508376121521,,,8.3093900680542,,,,,,,0.1276339441537857,,,2.0541489124298096,,,,,,,
2000-01-04,1.2797973155975342,0.12173783034086227,1.2653405666351318,,,,,,,,,,,0.629508376121521,,,8.084345817565918,,,,,,,0.15084011852741241,,,2.1163957118988037,,,,,,,
2000-01-05,1.2703171968460083,0.12173783034086227,1.3083462715148926,0.334177702665329,,,,,,,,,,0.629508376121521,,,8.17436408996582,,,,,,,0.15084011852741241,,,2.0846495628356934,,,,,,,
2000-01-06,1.2323975563049316,0.1106705442070961,1.3281943798065186,0.3172379434108734,,,,,,,,,,0.5382293462753296,,0.004906428512185812,8.354399681091309,,,,,,,0.15084011852741241,,,2.072822332382202,,,,,,,
2000-01-07,1.3271979093551636,0.1106705442070961,1.3513509035110474,0.3172379434108734,,,,,,,,,,0.5688724517822266,,0.004906428512185812,8.395947456359863,,,,,,,0.16244299709796906,,,2.0541489124298096,,,,,,,
2000-01-10,1.3461581468582153,0.1106705442070961,1.3579678535461426,0.3172379434108734,,,,,,,,,,0.5745323896408081,,0.004906428512185812,8.915284156799316,,,,,,,0.16476379334926605,,,2.072822332382202,,,,,,,
2000-01-11,1.3461581468582153,0.1106705442070961,1.278572916984558,0.3172379434108734,,,,,,,,,,0.5858536958694458,,0.004906428512185812,9.105707168579102,,,,,,,0.16244299709796906,2.8787143230438232,,2.0541489124298096,,,,,,,
2000-01-12,1.3271979093551636,0.11288437247276306,1.339772343635559,0.3087790608406067,,,,,,,,,,0.5858536958694458,,0.004906428512185812,9.694293975830078,,,,,,,0.16244299709796906,2.8787143230438232,,2.052903413772583,,,,,,,
2000-01-13,1.3271979093551636,0.11509809643030167,1.4142038822174072,0.3108936548233032,,,,,,,,,,0.5745323896408081,,0.004906428512185812,10.217087745666504,,,,,,,0.16244299709796906,2.8787143230438232,,2.115149974822998,,,,,,,
2000-01-14,1.3271979093551636,0.12173783034086227,1.5630674362182617,0.3172379434108734,,,,,,,,,,0.5745323896408081,,0.004906428512185812,10.282869338989258,,,,,,,0.16244299709796906,2.8787143230438232,,2.103323459625244,,,,,,,
2000-01-17,1.3461581468582153,0.11731112748384476,1.5366021394729614,0.3384069502353668,,,,,,,,,,0.5745323896408081,,0.004906428512185812,10.909538269042969,,,,,,,0.16244299709796906,2.8787143230438232,,2.052903413772583,,,,,,,
2000-01-18,1.3082382678985596,0.1106705442070961,1.5498358011245728,0.3384069502353668,,,,,,,,,,0.5745323896408081,,0.004906428512185812,11.494656562805176,,,,,,,0.16244299709796906,2.8787143230438232,,2.052903413772583,,,,,,,
2000-01-19,1.3177175521850586,0.11841825395822525,1.5018682479858398,0.3384069502353668,,,,,,,,,,0.5660419464111328,,0.004906428512185812,10.906075477600098,,,,,,,0.16244299709796906,2.8787143230438232,,2.141294479370117,,,,,,,
2000-01-20,1.3177175521850586,0.11952478438615799,1.457209587097168,0.3384069502353668,,,,,,,,,,0.5660419464111328,,0.004906428512185812,10.732963562011719,,,,,,,0.16244299709796906,2.8787143230438232,,2.053525686264038,,,,,,,
